ANO_PUBLIC_ID,POP_PERSPECTIVE_FK,ANO_COMPONENT_NAME
EMAPA:17366,Renal,"urinary system"
EMAPA:35953,Renal,"urinary system epithelium"
EMAPA:35898,Renal,"urinary system mesenchyme"
EMAPA:17367,Renal,"urinary system mesentery"
EMAPA:17378,Renal,"urogenital membrane"
EMAPA:17210,Renal,"urogenital membrane"
EMAPA:17368,Renal,"urogenital mesentery"
EMAPA:35899,Renal,"urogenital ridge"
EMAPA:17379,Renal,"urogenital sinus"
EMAPA:17211,Renal,"urogenital sinus"
EMAPA:17212,Renal,"urorectal septum"
EMAPA:17380,Renal,"urorectal septum"
EMAPA:28601,Renal,"urothelium of bladder"
EMAPA:32264,Renal,"urothelium of dorsal pelvic urethra of female"
EMAPA:32300,Renal,"urothelium of dorsal pelvic urethra of male"
EMAPA:28607,Renal,"urothelium of fundus"
EMAPA:30081,Renal,"urothelium of neck"
EMAPA:28759,Renal,"urothelium of pelvic urethra of female"
EMAPA:28697,Renal,"urothelium of pelvic urethra of male"
EMAPA:30946,Renal,"urothelium of penile urethra"
EMAPA:30930,Renal,"urothelium of phallic urethra of female"
EMAPA:28853,Renal,"urothelium of phallic urethra of male"
EMAPA:30952,Renal,"urothelium of prostatic urethra"
EMAPA:28613,Renal,"urothelium of trigone"
EMAPA:28089,Renal,"urothelium of ureter"
EMAPA:32282,Renal,"urothelium of ventral pelvic urethra of female"
EMAPA:32258,Renal,"urothelium of ventral pelvic urethra of male"
EMAPA:28679,Renal,"vasculature of bladder"
EMAPA:32283,Renal,"vasculature of pelvic urethra of female"
EMAPA:32262,Renal,"vasculature of pelvic urethra of male"
EMAPA:32265,Renal,"vasculature of prostatic urethra"
EMAPA:31561,Renal,"ventral mesenchyme of pelvic urethra"
EMAPA:27913,Renal,"visceral epithelium of capillary loop renal corpuscle"
EMAPA:27772,Renal,"visceral epithelium of capillary loop renal corpuscle"
EMAPA:28254,Renal,"visceral epithelium of mature renal corpuscle"
EMAPA:27967,Renal,"visceral epithelium of maturing renal corpuscle"
EMAPA:27895,Renal,"visceral epithelium of s-shaped body"
EMAPA:27766,Renal,"visceral epithelium of s-shaped body"
EMAPA:16245,Renal,"visceral organ system"
